0.97,44.34,0,34.8,0,0,0,0.29,0,9.65,348.09,1
1.83,44.34,0,34.9,0,0,0,0.29,0,9.65,348.09,2
2.54,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,3
3.73,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,4
4.85,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,5
5.55,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,6
7.28,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,7
7.55,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,8
8.54,44.34,0,34,0,0,0,0.29,0,9.65,348.09,9
9.84,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,10
11.2,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,11
11.67,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,12
12.52,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,13
13.85,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,14
14.65,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,15
15.84,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,16
17.24,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,17
17.51,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,18
18.93,44.34,0,34,0,0,0,0.29,0,9.65,348.09,19
20.14,44.34,0,34,0,0,0,0.29,0,9.65,348.09,20
21.24,44.34,0,34,0,0,0,0.29,0,9.65,348.09,21
22,44.34,0,34,0,0,0,0.29,0,9.65,348.09,22
22.82,44.34,0,34,0,0,0,0.29,0,9.65,348.09,23
23.87,44.34,0,34,0,0,0,0.29,0,9.65,348.09,24
25.28,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,25
25.55,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,26
27.32,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,27
28.18,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,28
29.29,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,29
30.12,44.34,0,33.3,0,0,0,0.29,0,9.65,348.09,30
31.49,44.34,0,33.2,0,0,0,0.29,0,9.65,348.09,31
31.83,44.34,0,33.8,0,0,0,0.29,0,9.65,348.09,32
32.86,44.34,0,34,0,0,0,0.29,0,9.65,348.09,33
33.59,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,34
35.15,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,35
36.48,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,36
36.78,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,37
37.78,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,38
38.8,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,39
39.83,44.34,0,34,0,0,0,0.29,0,9.65,348.09,40
40.72,44.34,0,34,0,0,0,0.29,0,9.65,348.09,41
42.47,44.34,0,33.6,0,0,0,0.29,0,9.65,348.09,42
42.75,44.34,0,33.6,0,0,0,0.29,0,9.65,348.09,43
43.55,44.34,0,34.4,0,0,0,0.29,0,9.65,348.09,44
45.02,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,45
45.94,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,46
46.63,44.34,0,34,0,0,0,0.29,0,9.65,348.09,47
48.06,44.34,0,34,0,0,0,0.29,0,9.65,348.09,48
48.67,44.34,0,34,0,0,0,0.29,0,9.65,348.09,49
49.87,44.34,0,34,0,0,0,0.29,0,9.65,348.09,50
50.71,44.34,0,34,0,0,0,0.29,0,9.65,348.09,51
52.5,44.34,0,34,0,0,0,0.29,0,9.65,348.09,52
53.38,44.34,0,34,0,0,0,0.29,0,9.65,348.09,53
54.02,44.34,0,34,0,0,0,0.29,0,9.65,348.09,54
54.89,44.34,0,34,0,0,0,0.29,0,9.65,348.09,55
56.1,44.34,0,34,0,0,0,0.29,0,9.65,348.09,56
57.46,44.34,0,34,0,0,0,0.29,0,9.65,348.09,57
58.21,44.34,0,34,0,0,0,0.29,0,9.65,348.09,58
58.67,44.34,0,34,0,0,0,0.29,0,9.65,348.09,59
60.43,44.34,0,34.5,0,0,0,0.29,0,9.65,348.09,60
60.63,44.34,0,34.6,0,0,0,0.29,0,9.65,348.09,61
61.75,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,62
63.19,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,63
64.36,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,64
64.78,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,65
65.95,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,66
67.35,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,67
67.99,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,68
69.08,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,69
69.64,44.34,0,34,0,0,0,0.29,0,9.65,348.09,70
70.81,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,71
72.42,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,72
72.82,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,73
73.88,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,74
75.14,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,75
76.29,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,76
77.06,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,77
78.41,44.34,0,33.1,0,0,0,0.29,0,9.65,348.09,78
79.19,44.34,0,33.2,0,0,0,0.29,0,9.65,348.09,79
79.94,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,80
80.83,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,81
82.23,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,82
82.61,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,83
83.66,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,84
85.27,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,85
86.22,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,86
86.82,44.34,0,34.3,0,0,0,0.29,0,9.65,348.09,87
87.71,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,88
88.59,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,89
90.38,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,90
90.71,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,91
91.7,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,92
92.62,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,93
94.03,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,94
95.38,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,95
95.59,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,96
96.57,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,97
97.61,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,98
99.06,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,99
100.02,44.34,0,34,0,0,0,0.29,0,9.65,348.09,100
101.49,44.34,0,34,0,0,0,0.29,0,9.65,348.09,101
102,44.34,0,34,0,0,0,0.29,0,9.65,348.09,102
103.34,44.34,0,34,0,0,0,0.29,0,9.65,348.09,103
103.73,44.34,0,34,0,0,0,0.29,0,9.65,348.09,104
105.49,44.34,0,34,0,0,0,0.29,0,9.65,348.09,105
105.67,44.34,0,34,0,0,0,0.29,0,9.65,348.09,106
106.91,44.34,0,34,0,0,0,0.29,0,9.65,348.09,107
108.18,44.34,0,34,0,0,0,0.29,0,9.65,348.09,108
109.06,44.34,0,34,0,0,0,0.29,0,9.65,348.09,109
109.88,44.34,0,34,0,0,0,0.29,0,9.65,348.09,110
111.21,44.34,0,34,0,0,0,0.29,0,9.65,348.09,111
112.14,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,112
112.94,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,113
113.77,44.34,0,34,0,0,0,0.29,0,9.65,348.09,114
114.7,44.34,0,34,0,0,0,0.29,0,9.65,348.09,115
116.06,44.34,0,34,0,0,0,0.29,0,9.65,348.09,116
116.86,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,117
118.26,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,118
119.15,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,119
119.91,44.34,0,34.1,0,0,0,0.29,0,9.65,348.09,120
120.73,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,121
122.14,44.34,0,34.4,0,0,0,0.29,0,9.65,348.09,122
123.26,44.34,0,34.6,0,0,0,0.29,0,9.65,348.09,123
124.18,44.34,0,34.2,0,0,0,0.29,0,9.65,348.09,124
124.74,44.34,0,34.6,0,0,0,0.29,0,9.65,348.09,125
125.85,44.34,0,34.5,0,0,0,0.29,0,9.65,348.09,126
126.66,44.34,0,34,0,0,0,0.29,0,9.65,348.09,127
127.55,44.34,0,34,0,0,0,0.29,0,9.65,348.09,128
128.57,44.34,0,34,0,0,0,0.29,0,9.65,348.09,129
130.16,44.34,0,33.7,0,0,0,0.29,0,9.65,348.09,130
131.24,44.34,0,33.6,0,0,0,0.29,0,9.65,348.09,131
132.33,44.34,0,33.9,0,0,0,0.29,0,9.65,348.09,132
133.15,44.34,0,34,0,0,0,0.29,0,9.65,348.09,133
133.95,44.34,0,34,0,0,0,0.29,0,9.65,348.09,134
134.77,44.34,0,34,0,0,0,0.29,0,9.65,348.09,135
136.37,44.34,0,34,0,0,0,0.29,0,9.65,348.09,136
