Block Height(feet),Flow Out(%),Hookload(klbf),Top Drive Speed(RPM),Strokes Per Minute #1,Strokes Per Minute #2,Standpipe Pressure (psi),Top Drive Torque (ftlb),Rig State Code,Bit Depth(ft)
5.94,20,61.5,0,58,60,466.09,538,2,3436.860000001159
5.93,20,59.5,0,57,60,490.3,500,2,3436.870000001159
5.92,19,58.5,0,57,59,472.07,498,2,3436.880000001159
5.91,19,59.8,0,57,59,470.2,526,2,3436.890000001159
5.9,19,62.2,0,58,60,459.19,502,2,3436.90000000116
5.89,19,64,0,58,60,466.15,524,2,3436.91000000116
5.88,19,64.3,0,58,60,475.92,521,2,3436.92000000116
5.86,19,63.4,0,58,60,465.9,510,2,3436.94000000116
5.84,19,61.5,0,58,60,470.51,493,2,3436.96000000116
5.83,19,61.1,0,58,60,467.36,502,2,3436.97000000116
5.82,19,61.4,0,58,60,458.76,533,2,3436.980000001161
5.8,19,61.7,0,58,60,468.98,508,2,3437.000000001161
5.78,19,61.8,0,57,59,503.71,525,2,3437.02000000116
5.76,19,61.8,0,57,59,503.34,546,2,3437.04000000116
5.75,19,61.2,0,57,59,518.26,491,2,3437.050000001161
5.74,19,61.5,0,57,59,511.79,483,2,3437.060000001161
5.73,19,62.7,0,57,59,474.78,500,2,3437.070000001161
5.73,19,64.5,0,58,60,463.6,500,2,3437.070000001161
5.73,19,66.2,0,58,60,444.02,526,2,3437.070000001161
5.73,19,67.59999999999999,0,58,61,436.64,497,2,3437.070000001161
5.73,19,70,0.2,58,61,439.17,503,2,3437.070000001161
5.73,20,70.8,0.3,59,61,417.72,498,2,3437.070000001161
5.73,20,71.2,0,59,61,421.49,497,2,3437.070000001161
5.73,20,71.40000000000001,0,59,61,414.79,522,2,3437.070000001161
5.73,20,71.5,0,59,61,412.75,536,2,3437.070000001161
5.73,20,71.7,0,59,61,422.75,520,2,3437.070000001161
5.73,20,71.8,0,59,61,421.41,507,2,3437.070000001161
5.73,20,72.40000000000001,0,59,61,388.74,525,2,3437.070000001161
5.73,20,73,0,59,61,403.23,517,2,3437.070000001161
5.73,20,73.2,0,59,61,419.18,504,2,3437.070000001161
5.73,20,73.40000000000001,0,59,61,395.08,511,2,3437.070000001161
5.73,20,73.2,0,59,61,395.08,532,2,3437.070000001161
5.73,20,72.90000000000001,0,59,62,396.33,510,2,3437.070000001161
5.73,20,72.8,0,59,61,407.53,501,2,3437.070000001161
5.73,20,73.09999999999999,0,59,61,417.44,486,2,3437.070000001161
5.73,20,73.2,0,59,61,399.63,506,2,3437.070000001161
5.73,20,73.7,0,60,62,396.05,509,2,3437.070000001161
5.73,20,74.2,0,60,62,396,531,2,3437.070000001161
5.73,20,74.09999999999999,0,60,62,397.29,531,2,3437.070000001161
5.73,20,73.8,0,60,62,409.49,528,2,3437.070000001161
5.73,20,73.59999999999999,0,59,62,421,549,2,3437.070000001161
5.73,20,73.8,0,59,61,392.34,525,2,3437.070000001161
5.73,20,74.09999999999999,0,59,62,406.96,479,2,3437.070000001161
5.73,20,74.09999999999999,0,59,62,422.08,541,2,3437.070000001161
5.73,20,74.40000000000001,0,59,62,393.48,537,2,3437.070000001161
5.73,20,74.5,0,59,62,390.96,544,2,3437.070000001161
5.73,20,74.8,0,60,62,392.8,524,2,3437.070000001161
5.73,20,75,0,59,61,403.34,525,2,3437.070000001161
5.73,20,74.90000000000001,0,59,61,409.09,549,2,3437.070000001161
5.73,20,75,0,59,61,391.96,547,2,3437.070000001161
5.73,20,74.8,0,60,62,389.84,520,2,3437.070000001161
5.73,20,74.90000000000001,0,60,62,390.15,533,2,3437.070000001161
5.77,20,75,0,60,62,392.82,552,2,3437.030000001161
5.94,20,74.8,0,60,62,406.21,526,2,3436.860000001161
6.3,20,74.2,0,59,62,421.05,509,9,3436.860000001161
6.68,20,73.2,0,59,61,397.45,479,7,3436.860000001161
6.97,20,73.90000000000001,0,59,61,419.86,515,7,3436.860000001161
7.26,20,74,0,59,61,428.75,531,7,3436.860000001161
7.59,19,73.2,0,59,61,403.25,507,7,3436.860000001161
7.99,19,71.8,0,59,61,408.58,522,7,3436.860000001161
8.460000000000001,19,71.90000000000001,0,59,61,403.42,507,9,3436.860000001161
9.029999999999999,19,72.5,0,59,61,410.24,516,9,3436.860000001161
9.73,19,72.5,0,59,61,415.94,544,9,3436.860000001161
10.32,19,73,0,59,61,401.42,510,9,3436.860000001161
10.62,19,72.5,0,59,61,397.75,408,9,3436.860000001161
10.55,19,73.3,0,59,61,398.19,474,8,3436.860000001161
10.54,19,73.8,0,59,61,390.96,510,8,3436.860000001161
10.54,19,74.90000000000001,0,59,61,402.76,518,8,3436.860000001161
10.54,19,74.7,0.2,59,61,414.17,376,8,3436.860000001161
10.54,19,74.3,0.3,59,61,386.33,96,8,3436.860000001161
10.54,19,73.90000000000001,0,57,61,382.91,96,8,3436.860000001161
10.54,19,74.3,0,49,58,325.36,139,8,3436.860000001161
10.54,19,74.40000000000001,0,38,49,207.61,74,8,3436.860000001161
10.53,19,74.40000000000001,0,30,42,136.75,93,8,3436.860000001161
10.4,18,74.5,0,24,34,88.56,135,8,3436.860000001161
10.04,17,75,0,19,28,60.66,181,8,3436.860000001161
9.85,16,75.09999999999999,0,16,23,37.76,208,8,3436.860000001161
9.85,15,74.5,0,13,19,20.29,240,8,3436.860000001161
9.85,13,74.09999999999999,0,9,17,9.890000000000001,247,8,3436.860000001161
9.85,11,73.09999999999999,0,6,13,3.76,216,8,3436.860000001161
9.85,10,74.40000000000001,0,5,11,1.82,278,8,3436.860000001161
9.85,8,74.40000000000001,0,4,10,0.86,303,8,3436.860000001161
9.85,6,74.40000000000001,0,4,8,1.44,296,8,3436.860000001161
9.85,4,74.40000000000001,0,3,6,1.44,303,8,3436.860000001161
9.85,3,74.40000000000001,0,3,5,0.99,366,0,3436.860000001161
9.85,2,74.2,0,2,4,0,349,0,3436.860000001161
9.85,2,73.90000000000001,0,2,4,0,340,0,3436.860000001161
9.85,1,74.7,0,2,3,0,370,0,3436.860000001161
9.85,1,74.40000000000001,0,2,3,0.4,378,0,3436.860000001161
9.85,1,74,0,2,3,1.28,109,0,3436.860000001161
9.85,1,74.09999999999999,0,2,2,1.81,95,0,3436.860000001161
9.85,1,74.40000000000001,0,2,2,3.49,128,0,3436.860000001161
9.85,0,75.3,0,2,2,3.52,113,0,3436.860000001161
9.85,0,75.3,0,2,2,0.79,98,0,3436.860000001161
9.85,0,74.40000000000001,0,1,2,0,131,0,3436.860000001161
9.85,0,74,0,1,2,1.19,143,0,3436.860000001161
9.85,0,73.8,0,1,2,3.31,167,0,3436.860000001161
9.82,0,73.8,0,1,2,2.24,179,0,3436.860000001161
9.69,0,72.5,0,1,1,1.53,175,0,3436.860000001161
9.56,0,60.1,0,1,1,0.74,181,0,3436.860000001161
9.56,0,39,0,1,1,2.22,224,0,3436.860000001161
9.56,0,32.2,0,1,1,2.23,285,0,3436.860000001161
9.56,0,30,0,1,1,2.75,305,0,3436.860000001161
9.56,0,29.5,0,1,1,2.05,296,0,3436.860000001161
9.56,0,29.5,0,1,1,2.34,322,0,3436.860000001161
9.56,0,29.8,0,1,1,2.13,344,0,3436.860000001161
9.56,0,30.4,0,1,1,0.63,375,0,3436.860000001161
9.56,0,29.7,0,1,1,2.12,404,0,3436.860000001161
9.56,0,29.1,0,1,1,2.77,463,0,3436.860000001161
9.56,0,28.9,0,1,1,3.36,473,0,3436.860000001161
9.56,0,28.5,0,1,1,0.76,404,0,3436.860000001161
9.56,0,30,0,1,1,0,113,0,3436.860000001161
9.56,0,29.6,0,1,1,0.75,95,0,3436.860000001161
9.56,0,29.7,0,1,1,1.77,114,0,3436.860000001161
9.56,0,29.9,0,1,1,0.62,141,0,3436.860000001161
9.56,0,29.5,0,1,1,2.39,79,0,3436.860000001161
9.56,0,29.4,0,1,1,2.79,87,0,3436.860000001161
9.56,0,29.3,0,1,1,1.6,129,0,3436.860000001161
9.56,0,29.5,0,1,1,1.93,210,0,3436.860000001161
9.56,0,29.8,0,1,1,4.1,212,0,3436.860000001161
9.56,0,29.4,0,1,1,1.03,216,0,3436.860000001161
9.56,0,29.7,0,1,1,0.64,195,0,3436.860000001161
9.56,0,29.8,0,1,1,1.83,225,0,3436.860000001161
9.56,0,29.4,0,1,1,2.05,281,0,3436.860000001161
9.56,0,29.3,0,1,1,0.34,304,0,3436.860000001161
9.56,0,29.3,0,1,1,1.27,328,0,3436.860000001161
9.56,0,29.3,0,1,1,1.22,363,0,3436.860000001161
9.56,0,30.3,0,1,1,0.39,350,0,3436.860000001161
9.56,0,30.8,0,1,1,1.34,335,0,3436.860000001161
9.56,0,29.5,0,1,1,2.51,420,0,3436.860000001161
9.56,0,29.6,0,1,1,0.16,451,0,3436.860000001161
9.56,0,29.8,0,1,1,0.38,433,0,3436.860000001161
9.56,0,29.6,0,1,1,0,456,0,3436.860000001161
9.56,0,29.7,0,1,1,0,496,0,3436.860000001161
9.56,0,30.7,0,1,1,0.37,525,0,3436.860000001161
9.56,0,30.3,0,0,1,0.97,547,0,3436.860000001161
9.56,0,29.7,0,0,1,0.31,581,0,3436.860000001161
9.56,0,29,0,0,1,0.61,628,0,3436.860000001161
9.56,0,29.3,0,0,1,1.31,673,0,3436.860000001161
9.56,0,29.7,0,0,0,1.31,714,0,3436.860000001161
9.56,0,29.6,0,0,0,1.43,741,0,3436.860000001161
9.56,0,29.5,0,0,0,1.71,707,0,3436.860000001161
9.56,0,29.5,0,0,0,1.2,642,0,3436.860000001161
9.56,0,29.9,0,0,0,0,675,0,3436.860000001161
9.56,0,29.6,0,0,0,0,627,0,3436.860000001161
9.56,0,29.6,0,0,0,0,577,0,3436.860000001161
9.56,0,29.9,0,0,0,0.38,480,0,3436.860000001161
9.56,0,30,0,0,0,0.89,383,0,3436.860000001161
9.56,0,29.6,0,0,0,0,447,0,3436.860000001161
9.56,0,29.3,0,0,0,0,462,0,3436.860000001161
9.56,0,29.3,0,0,0,0.26,495,0,3436.860000001161
9.56,0,29.6,0,0,0,0.72,499,0,3436.860000001161
9.56,0,29.9,0.2,0,0,0.91,534,0,3436.860000001161
9.56,0,29.8,0.5,0,0,2.8,552,0,3436.860000001161
9.56,0,30,0,0,0,2.91,625,0,3436.860000001161
9.56,0,29.4,0,0,0,2.1,603,0,3436.860000001161
9.56,0,29.9,0,0,0,1.63,602,0,3436.860000001161
9.56,0,30.2,0,0,0,0.72,432,0,3436.860000001161
9.56,0,30.2,0,0,0,1.1,472,0,3436.860000001161
9.56,0,30.4,0,0,0,1.74,447,0,3436.860000001161
9.56,0,29.8,0,0,0,4.12,452,0,3436.860000001161
9.56,0,29.8,0,0,0,2.49,420,0,3436.860000001161
9.56,0,29.8,0,0,0,5.04,1383,0,3436.860000001161
9.56,0,29.7,0,0,0,3.94,5130,0,3436.860000001161
9.56,0,30,0,0,0,3.44,7885,0,3436.860000001161
9.56,0,30.4,0,0,0,1.71,10797,0,3436.860000001161
9.56,0,30.1,8.6,0,0,0.79,8904,0,3436.860000001161
9.56,0,30.3,29.7,0,0,1.85,193,0,3436.860000001161
9.56,0,30.2,27.4,0,0,2.1,25,0,3436.860000001161
9.56,0,30.2,25.5,0,0,0.6,93,0,3436.860000001161
9.56,0,30.2,25.3,0,0,1.51,105,0,3436.860000001161
9.56,0,30.2,25.2,0,0,0,108,0,3436.860000001161
9.56,0,30.2,25.6,0,0,0.63,135,0,3436.860000001161
9.56,0,30.3,25.6,0,0,1.74,132,0,3436.860000001161
9.56,0,30.4,25.5,0,0,0.8,86,0,3436.860000001161
9.56,0,30.6,24.8,0,0,1.12,95,0,3436.860000001161
9.56,0,30.8,24.5,0,0,0.65,108,0,3436.860000001161
9.56,0,30.9,24.5,0,0,1.81,158,0,3436.860000001161
9.58,0,30.6,24.8,0,0,2.66,206,0,3436.860000001161
9.6,0,30.9,25.2,0,0,1.59,82,0,3436.860000001161
9.619999999999999,0,30.8,24.5,0,0,0.5,159,0,3436.860000001161
9.65,0,30.5,24.5,0,0,1.1,173,0,3436.860000001161
9.69,0,30.4,24.6,0,0,1.87,99,0,3436.860000001161
9.73,0,30.9,24.6,0,0,1.05,100,0,3436.860000001161
9.77,0,31.6,24,0,0,3.28,149,0,3436.860000001161
9.82,0,32,24.5,0,0,2.47,110,3,3436.860000001161
9.84,0,32.7,24.5,0,0,2.83,54,3,3436.860000001161
9.890000000000001,0,32.4,24.5,0,0,2.36,36,3,3436.860000001161
9.94,0,32.3,24.5,0,0,2.43,23,3,3436.860000001161
10.04,0,32.3,24.7,0,0,1.34,18,3,3436.860000001161
10.19,0,32.1,25.1,0,0,1.98,48,3,3436.860000001161
10.37,0,31.9,25.1,0,0,0,83,3,3436.860000001161
10.56,0,31.9,25.1,0,0,0.26,58,3,3436.860000001161
10.74,0,32.3,25.1,0,0,1.83,29,3,3436.860000001161
10.79,0,32.6,24.1,0,0,3.22,301,3,3436.860000001161
10.87,0,32.2,15.4,0,0,1.54,831,3,3436.860000001161
11.04,0,32.3,0.2,0,0,2.59,181,3,3436.860000001161
11.28,0,31.7,0.6,0,0,2,0,3,3436.860000001161
11.52,0,31.5,0,0,0,1.58,0,3,3436.860000001161
11.78,0,31.4,0,0,0,0.45,0,3,3436.860000001161
12.01,0,31.7,0,0,0,0.33,0,3,3436.860000001161
12.29,0,31.7,0,0,0,0.03,0,3,3436.860000001161
12.77,0,31.3,0,0,0,1.05,2,3,3436.860000001161
13.66,0,30.6,0,0,0,3.09,5,3,3436.860000001161
14.52,0,30.7,0,0,0,0.71,0,3,3436.860000001161
15.08,0,31.9,0,0,0,0,0,3,3436.860000001161
15.14,0,32.6,0,0,0,0,0,3,3436.860000001161
15.14,0,32.8,0,0,0,0,0,3,3436.860000001161
15.14,0,32.5,0,0,0,0,0,3,3436.860000001161
15.13,0,32.3,0,0,0,0,0,3,3436.860000001161
15.02,0,32.5,0,0,0,0,0,3,3436.860000001161
14.78,0,32.8,0,0,0,0.32,0,3,3436.860000001161
14.68,0,33.4,0,0,0,0.97,0,3,3436.860000001161
14.66,0,33.7,0,0,0,1.27,0,3,3436.860000001161
14.49,0,33.7,0,0,0,3.49,0,3,3436.860000001161
14.03,0,34.1,0,0,0,3.54,0,3,3436.860000001161
13.44,0,33.8,0,0,0,6.63,0,3,3436.860000001161
12.72,0,33.9,0,0,0,4.49,0,3,3436.860000001161
12.03,0,34.1,0,0,0,1.81,0,3,3436.860000001161
11.5,0,33.4,0,0,0,2.68,0,3,3436.860000001161
11.46,0,32.6,0,0,0,2.02,0,3,3436.860000001161
11.44,0,33.4,0,0,0,2.02,0,3,3436.860000001161
11.4,0,33.5,0,0,0,1.6,9,3,3436.860000001161
11.37,0,33,0,0,0,1.03,25,3,3436.860000001161
11.37,0,32.9,0,0,0,2.49,0,3,3436.860000001161
11.43,0,32.3,0,0,0,1.96,0,3,3436.860000001161
11.68,0,31.6,0,0,0,2.24,0,3,3436.860000001161
12.05,0,32.1,0,0,0,3.02,0,3,3436.860000001161
12.6,0,35.1,0,0,0,2.44,0,3,3436.860000001161
13.54,0,47.1,0,0,0,0.61,0,3,3436.860000001161
14.98,0,68.8,0,0,0,0,0,9,3436.860000001161
16.84,0,76.59999999999999,0,0,0,0,1,9,3436.860000001161
19.01,0,78.40000000000001,0,0,0,1.02,4,9,3436.860000001161
21.21,0,75.8,0,0,0,3.39,0,9,3436.860000001161
23.35,0,76.40000000000001,0,0,0,2.24,0,9,3436.860000001161
25.41,0,75.5,0,0,0,1.64,7,9,3436.860000001161
27.49,0,72.2,0,0,0,0.2,19,9,3436.860000001161
29.63,0,73.09999999999999,0,0,0,0.5600000000000001,0,9,3436.860000001161
31.69,0,74.5,0,0,0,0,0,9,3436.860000001161
33.66,0,76.8,0,0,0,0.3,0,9,3436.860000001161
35.73,0,74.90000000000001,0,0,0,0.99,12,9,3436.860000001161
37.91,0,74.5,0,0,0,0.3,44,9,3436.860000001161
40.09,0,75.90000000000001,0,0,0,0.3,26,9,3436.860000001161
42.26,0,76.2,0,0,0,0.55,6,9,3436.860000001161
44.26,0,75.59999999999999,0,0,0,1.05,27,9,3436.860000001161
45.98,0,77.90000000000001,0,0,0,0.91,32,9,3436.860000001161
47.6,0,78.2,0,0,0,2.16,36,9,3436.860000001161
49.09,0,78.8,0,0,0,1.18,64,9,3436.860000001161
50.44,0,76.59999999999999,0,0,0,2.06,53,9,3436.860000001161
51.4,0,76.8,0,0,0,0.28,0,9,3436.860000001161
51.72,0,76.3,0,0,0,0.92,0,9,3436.860000001161
51.19,0,74.90000000000001,0,0,0,0.28,0,9,3436.860000001161
50.23,0,73.2,0,0,0,0.28,0,9,3436.860000001161
49.49,0,65.8,0,0,0,0.44,0,9,3436.860000001161
49.4,0,42.5,0,0,0,1.04,0,9,3436.860000001161
49.2,0,36.5,0,0,0,1.13,0,8,3436.860000001161
48.9,0,34.1,0,0,0,0.59,0,8,3436.860000001161
48.86,0,32,0,0,0,1.91,0,8,3436.860000001161
48.86,0,32.4,0,0,0,0.48,0,3,3436.860000001161
48.86,0,32.1,0,0,0,0.15,0,3,3436.860000001161
48.86,0,32.5,0,0,0,0.43,0,3,3436.860000001161
48.86,0,32.8,0,0,0,0.97,0,3,3436.860000001161
48.86,0,32.5,0.1,0,0,0.5,0,3,3436.860000001161
48.86,0,32.5,0.4,0,0,2.28,0,3,3436.860000001161
48.86,0,32.2,0,0,0,2.5,0,3,3436.860000001161
48.86,0,31.1,0,0,0,2.56,0,3,3436.860000001161
48.86,0,32.2,0,0,0,6.76,0,3,3436.860000001161
48.86,0,32.8,0,0,0,3.27,0,3,3436.860000001161
48.86,0,32.6,0.1,0,0,2.98,0,3,3436.860000001161
48.86,0,32.4,0.4,0,0,1.6,0,3,3436.860000001161
48.86,0,32.7,0,0,0,0,0,3,3436.860000001161
48.86,0,32.9,0.2,0,0,0.23,0,3,3436.860000001161
48.86,0,32.5,0.5,0,0,1.07,0,3,3436.860000001161
48.86,0,32.3,0.2,0,0,1.52,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,1.14,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,0.27,0,3,3436.860000001161
48.86,0,32.9,0.2,0,0,1.51,0,3,3436.860000001161
48.86,0,32.8,0.2,0,0,2.63,0,3,3436.860000001161
48.86,0,32.8,0.2,0,0,2,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,2,0,3,3436.860000001161
48.86,0,32.4,0.2,0,0,2.24,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,2.78,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.68,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.03,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,2.22,0,3,3436.860000001161
48.86,0,32.3,0.2,0,0,0.86,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,1.46,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.46,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,1.21,0,3,3436.860000001161
48.86,0,32.9,0.2,0,0,0.32,0,3,3436.860000001161
48.86,0,32.9,0.2,0,0,0,0,3,3436.860000001161
48.86,0,33.1,0.2,0,0,0.25,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,1.17,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.55,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.55,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.55,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.55,0,3,3436.860000001161
48.86,0,32,0.2,0,0,1.28,0,3,3436.860000001161
48.86,0,32.2,0.2,0,0,0.66,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,1.76,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,2.71,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,2.58,2,3,3436.860000001161
48.86,0,32.5,0.2,0,0,3.33,5,3,3436.860000001161
48.86,0,32.7,0.2,0,0,0.6,9,3,3436.860000001161
48.86,0,32.7,0.2,0,0,2.08,28,3,3436.860000001161
48.86,0,32.7,0.2,0,0,0.82,17,3,3436.860000001161
48.86,0,32.2,0.2,0,0,1.45,60,3,3436.860000001161
48.86,0,30.7,0.2,0,0,1.1,12,3,3436.860000001161
48.86,0,32,0.2,0,0,0.5600000000000001,14,3,3436.860000001161
48.86,0,32.4,0.2,0,0,2.55,54,3,3436.860000001161
48.86,0,32.6,0.2,0,0,4.43,54,3,3436.860000001161
48.86,0,32.5,0.2,0,0,7.31,113,3,3436.860000001161
48.86,0,32.6,0.2,0,0,2.81,90,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.01,127,3,3436.860000001161
48.86,0,32.4,0.2,0,0,3.37,101,3,3436.860000001161
48.86,0,32.4,0.2,0,0,7.72,83,3,3436.860000001161
48.86,0,32.6,0.2,0,0,3.76,150,3,3436.860000001161
48.86,0,32.8,0.2,0,0,7.14,175,3,3436.860000001161
48.86,0,32.6,0.2,0,0,3.37,212,3,3436.860000001161
48.86,0,33.2,0.2,0,0,2.77,148,3,3436.860000001161
48.86,0,34.3,0.2,0,0,0.65,0,3,3436.860000001161
48.86,0,32.8,0.2,0,0,1.08,0,3,3436.860000001161
48.86,0,32.2,0.2,0,0,4.05,0,3,3436.860000001161
48.86,0,32.2,0.2,0,0,1.85,0,3,3436.860000001161
48.86,0,32.1,0.2,0,0,0,0,3,3436.860000001161
48.86,0,32.5,0.2,0,0,0.14,0,3,3436.860000001161
48.86,0,32.4,0.2,0,0,0.8,0,3,3436.860000001161
48.86,0,32.1,0.2,0,0,1.1,0,3,3436.860000001161
48.86,0,32,0.2,0,0,0.25,0,3,3436.860000001161
48.86,0,32.4,0.2,0,0,0.8100000000000001,1,3,3436.860000001161
48.86,0,32.7,0.2,0,0,0.47,2,3,3436.860000001161
48.86,0,32.8,0.2,0,0,2.52,0,3,3436.860000001161
48.86,0,33.1,0.2,0,0,3.4,0,3,3436.860000001161
48.86,0,32.9,0.2,0,0,0,0,3,3436.860000001161
48.86,0,33,0.2,0,0,0,0,3,3436.860000001161
48.86,0,33,0.2,0,0,0,1,3,3436.860000001161
48.86,0,32.7,0.2,0,0,0.23,6,3,3436.860000001161
48.86,0,32.2,0.2,0,0,0.87,20,3,3436.860000001161
48.86,0,32.1,0.2,0,0,0.26,9,3,3436.860000001161
48.86,0,32.5,0.2,0,0,0.26,31,3,3436.860000001161
48.86,0,32.5,0.2,0,0,0.26,0,3,3436.860000001161
48.86,0,32.6,0.2,0,0,0.78,1,3,3436.860000001161
48.86,0,32.3,0.2,0,0,2.47,24,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.94,91,3,3436.860000001161
48.86,0,32.1,0.2,0,0,2.18,64,3,3436.860000001161
48.86,0,32.4,0.2,0,0,2.8,38,3,3436.860000001161
48.86,0,32.6,0.2,0,0,1.59,100,3,3436.860000001161
48.86,0,32.3,0.2,0,0,0.52,155,3,3436.860000001161
48.86,0,32.6,0.2,0,0,2.27,116,3,3436.860000001161
48.86,0,32.5,0.2,0,0,1.88,155,3,3436.860000001161
48.86,0,32.5,0.2,0,0,2.13,103,3,3436.860000001161
48.86,0,32.4,0.2,0,0,3.01,76,3,3436.860000001161
48.86,0,32.4,0.3,0,0,2.53,110,3,3436.860000001161
48.86,0,32.9,0.5,0,0,0.98,90,3,3436.860000001161
48.86,0,32.1,0,0,0,1.5,98,3,3436.860000001161
48.86,0,32.2,0,0,0,1.17,143,3,3436.860000001161
48.86,0,32.4,0,0,0,0.16,179,3,3436.860000001161
48.86,0,32.3,0,0,0,0.91,197,3,3436.860000001161
48.86,0,32.1,0,0,0,1.47,218,3,3436.860000001161
48.86,0,32.7,0,0,0,1.47,204,3,3436.860000001161
48.86,0,32.5,0,0,0,1.15,236,3,3436.860000001161
48.86,0,32.2,0,0,0,0.24,210,3,3436.860000001161
48.84,0,32.2,0,0,0,1.46,201,3,3436.860000001161
48.77,0,32.6,0,0,0,2.94,232,3,3436.860000001161
48.76,0,32.5,0,0,0,3.29,191,3,3436.860000001161
48.76,0,32.5,0,0,0,3.53,192,3,3436.860000001161
48.76,0,32.4,0,0,0,3.95,170,3,3436.860000001161
48.76,0,32.7,0,0,0,1.99,82,3,3436.860000001161
48.76,0,33.5,0,0,0,0.78,92,3,3436.860000001161
48.76,0,32.8,0,0,0,1.22,52,3,3436.860000001161
48.76,0,32.3,0,0,0,0.36,85,3,3436.860000001161
48.76,0,32.6,0,0,0,0.36,175,3,3436.860000001161
48.76,0,33,0,0,0,0.36,226,3,3436.860000001161
48.76,0,32.3,0,0,0,0.48,200,3,3436.860000001161
48.76,0,32.3,0,0,0,0.82,190,3,3436.860000001161
48.76,0,32.7,0,0,0,0.47,238,3,3436.860000001161
48.76,0,32.3,0,0,0,1.35,246,3,3436.860000001161
48.76,0,32.2,0,0,0,1.07,294,3,3436.860000001161
48.76,0,32.1,0,0,0,0,271,3,3436.860000001161
48.76,0,32.1,0.1,0,0,0.12,293,3,3436.860000001161
48.76,0,32.2,0.4,0,0,1.02,133,3,3436.860000001161
48.76,0,32.3,0,0,0,2.57,112,3,3436.860000001161
48.76,0,32.3,0,0,0,1.57,73,3,3436.860000001161
48.78,0,32.6,0,0,0,0,94,3,3436.860000001161
48.79,0,32.6,0,0,0,0.19,69,3,3436.860000001161
48.8,0,32.1,0,0,0,1.3,73,3,3436.860000001161
48.86,0,32.4,0,0,0,2.38,83,3,3436.860000001161
49.08,0,31.7,0,0,0,0.59,65,3,3436.860000001161
49.42,0,31.6,0,0,0,0.18,68,3,3436.860000001161
49.69,0,32.2,0,0,0,0.18,93,3,3436.860000001161
49.91,0,32.9,0,0,0,0.18,44,3,3436.860000001161
50.09,0,32.7,0,0,0,0.18,0,3,3436.860000001161
50.23,0,33.3,0,0,0,0.18,0,3,3436.860000001161
50.3,0,33.7,0,0,0,0.93,0,3,3436.860000001161
50.14,0,34,0,0,0,4.06,0,3,3436.860000001161
49.73,0,34.5,0,0,0,4.09,0,3,3436.860000001161
49.04,0,35.5,0,0,0,1.21,0,3,3436.860000001161
48.26,0,34.9,0,0,0,1.3,0,3,3436.860000001161
47.56,0,34,0,0,0,1.34,0,3,3436.860000001161
47.05,0,33.4,0,0,0,0.22,0,3,3436.860000001161
46.84,0,31.6,0,0,0,1.17,0,3,3436.860000001161
46.84,0,30.9,0,0,0,1.32,0,3,3436.860000001161
46.84,0,32,0,0,0,0.82,1,3,3436.860000001161
46.84,0,32.4,0,0,0,2.29,0,3,3436.860000001161
46.84,0,32.7,0,0,0,0.57,0,3,3436.860000001161
46.84,0,32,0,0,0,1.86,0,3,3436.860000001161
46.84,0,32.5,0,0,0,8.01,0,3,3436.860000001161
46.84,0,32.3,0,0,0,3.05,0,3,3436.860000001161
46.84,0,31.6,0,0,0,1.01,0,3,3436.860000001161
46.84,0,31.4,0,0,0,1.51,0,3,3436.860000001161
46.84,0,31.7,0,0,0,1.3,0,3,3436.860000001161
46.84,0,31.8,0,0,0,1.09,0,3,3436.860000001161
46.84,0,31.7,0,0,0,3.65,0,3,3436.860000001161
46.84,0,31.6,0,0,0,1.95,0,3,3436.860000001161
46.84,0,31.9,0,0,0,0.98,0,3,3436.860000001161
46.84,0,31.2,0,0,0,2.57,0,3,3436.860000001161
46.84,0,30.8,0,0,0,2.18,0,3,3436.860000001161
46.84,0,31.3,0,0,0,2.48,0,3,3436.860000001161
46.84,0,31.5,0,0,0,0.22,0,3,3436.860000001161
46.84,0,31.8,0,0,0,0.9399999999999999,0,3,3436.860000001161
46.84,0,32,0.1,0,0,0,0,3,3436.860000001161
46.84,0,32,0.4,0,0,0.48,0,3,3436.860000001161
46.84,0,31.9,0,0,0,2.4,0,3,3436.860000001161
