Block Height(feet),Flow Out(%),Hookload(klbf),Top Drive Speed(RPM),Strokes Per Minute #1,Strokes Per Minute #2,Standpipe Pressure (psi),Top Drive Torque (ftlb),Rig State Code,Bit Depth(ft)
77.70999999999999,0,27.9,25,0,0,0.76,339,3,3166.160000000491
77.7,0,24.4,25,0,0,4.05,1146,3,3166.160000000491
77.7,0,23.8,25.5,0,0,5,972,3,3166.160000000491
77.68000000000001,0,22.1,24.4,0,0,6.04,1045,3,3166.160000000491
77.68000000000001,0,21.5,23.9,0,0,2.92,1411,3,3166.160000000491
77.68000000000001,0,22.6,25.1,0,0,2.99,1271,3,3166.160000000491
77.68000000000001,0,24.1,23.9,0,0,0.11,1525,3,3166.160000000491
77.68000000000001,0,25.7,11.1,0,0,1.06,2154,3,3166.160000000491
77.68000000000001,0,27.6,0.3,0,0,0.31,0,3,3166.160000000491
77.68000000000001,0,28.3,0.3,0,0,3.29,47,3,3166.160000000491
77.68000000000001,0,28.6,1.3,0,0,3.55,621,3,3166.160000000491
77.68000000000001,0,29.4,11.4,0,0,5.94,1841,3,3166.160000000491
77.68000000000001,0,30.2,22.6,0,0,5.23,2028,3,3166.160000000491
77.68000000000001,0,30.2,19.4,0,0,4,1714,3,3166.160000000491
77.68000000000001,0,30.6,22.9,0,0,4.98,2085,3,3166.160000000491
77.68000000000001,0,30.1,15.5,0,0,6.15,2717,3,3166.160000000491
77.68000000000001,0,30.9,0,0,0,4.23,1944,3,3166.160000000491
77.68000000000001,0,30.6,0,0,0,4.68,1740,3,3166.160000000491
77.68000000000001,0,30.3,0,0,0,2.82,11,3,3166.160000000491
77.68000000000001,0,30,0,0,0,5.86,0,3,3166.160000000491
77.68000000000001,0,29.9,0,0,0,6.25,0,3,3166.160000000491
77.68000000000001,0,29.9,0,0,0,3.09,0,3,3166.160000000491
77.68000000000001,0,30.1,0,0,0,4.6,0,3,3166.160000000491
77.68000000000001,0,30.1,0,0,0,4.46,0,3,3166.160000000491
77.68000000000001,0,30.2,0.1,0,0,3.18,0,3,3166.160000000491
77.68000000000001,0,30.3,0.7,0,0,3.18,0,3,3166.160000000491
77.68000000000001,0,31.5,0.6,0,0,3.45,0,3,3166.160000000491
77.68000000000001,0,30.5,0.1,0,0,5.82,0,3,3166.160000000491
77.68000000000001,0,30.3,0.6,0,0,4.03,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,3.7,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,4.67,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,3.62,0,3,3166.160000000491
77.68000000000001,0,30,0,0,0,2.43,0,3,3166.160000000491
77.68000000000001,0,30.4,0,0,0,4.35,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,3.68,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,3.78,0,3,3166.160000000491
77.68000000000001,0,30.1,0,0,0,4.74,0,3,3166.160000000491
77.68000000000001,0,29.5,0.5,0,0,4.65,0,3,3166.160000000491
77.68000000000001,0,30,0,0,0,3.93,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,4.6,0,3,3166.160000000491
77.68000000000001,0,30.4,0,0,0,2.8,0,3,3166.160000000491
77.68000000000001,0,30,0,0,0,5.73,0,3,3166.160000000491
77.68000000000001,0,30.1,0,0,0,5.17,0,3,3166.160000000491
77.68000000000001,0,30.1,0,0,0,3.99,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,4.74,0,3,3166.160000000491
77.68000000000001,0,30.2,0,0,0,3.88,0,3,3166.160000000491
77.68000000000001,0,30,0,0,0,5.07,0,3,3166.160000000491
77.68000000000001,0,30.6,0,0,0,7.59,36,3,3166.160000000491
77.68000000000001,0,30.1,0.5,0,0,7.65,444,3,3166.160000000491
77.68000000000001,0,30.4,0.5,0,0,12.65,1112,3,3166.160000000491
77.68000000000001,0,30.5,0.5,0,0,5.62,1858,3,3166.160000000491
77.68000000000001,0,31,0.5,0,0,2.93,2303,3,3166.160000000491
77.68000000000001,0,30.9,0,0,0,4.72,2331,3,3166.160000000491
77.68000000000001,0,30.8,0,0,0,6.57,2326,3,3166.160000000491
77.68000000000001,0,30.6,0,0,0,9.25,2321,3,3166.160000000491
77.68000000000001,0,30.3,0,0,0,8.27,2303,3,3166.160000000491
77.68000000000001,0,30.7,0,0,0,4.44,2306,3,3166.160000000491
77.68000000000001,0,30.3,0,0,0,13.5,2321,3,3166.160000000491
77.68000000000001,0,30.7,0,0,0,10.74,2309,3,3166.160000000491
77.68000000000001,0,30.3,0,0,0,6.55,2314,3,3166.160000000491
77.68000000000001,0,30.6,0,0,0,5.62,2315,3,3166.160000000491
77.68000000000001,0,31.8,0,0,0,6.68,2282,3,3166.160000000491
77.68000000000001,0,30.9,0,0,0,8.07,2310,3,3166.160000000491
77.68000000000001,0,31.3,0,0,0,7.63,2323,3,3166.160000000491
77.68000000000001,0,31.5,0,0,0,4.01,2266,3,3166.160000000491
77.68000000000001,0,31.7,0,0,0,9.289999999999999,2333,3,3166.160000000491
77.68000000000001,0,31.9,0,0,0,4.09,2357,3,3166.160000000491
77.68000000000001,0,31.1,0.5,0,0,7.82,2489,3,3166.160000000491
77.68000000000001,0,30.9,0,0,0,11.41,4516,3,3166.160000000491
77.68000000000001,0,31.4,0.5,0,0,4.5,7452,3,3166.160000000491
77.68000000000001,0,32.3,0.5,0,0,6.28,10330,3,3166.160000000491
77.68000000000001,0,31.5,0.1,0,0,6.84,13236,3,3166.160000000491
77.68000000000001,0,31.6,1.1,0,0,8.029999999999999,15995,3,3166.160000000491
77.68000000000001,0,30.9,0.5,0,0,7.18,16945,3,3166.160000000491
77.68000000000001,0,31.9,0,0,0,7.18,14242,3,3166.160000000491
77.68000000000001,0,30.8,0,0,0,6.85,8549,3,3166.160000000491
77.68000000000001,0,30.4,0,0,0,3.45,2843,3,3166.160000000491
77.68000000000001,0,31.2,0,0,0,8.380000000000001,0,3,3166.160000000491
77.68000000000001,0,31.2,0,0,0,7.14,0,3,3166.160000000491
77.68000000000001,0,30.7,0,0,0,5.96,0,3,3166.160000000491
77.68000000000001,0,30.5,0,0,0,9.01,0,3,3166.160000000491
77.69,0,30.2,0,0,0,7.4,0,3,3166.160000000491
77.91,0,30.2,0,0,0,7.21,0,3,3166.160000000491
78.63,0,38.9,0,0,0,9.42,0,3,3166.160000000491
79.34999999999999,0,50.3,0,0,0,8.69,0,9,3166.160000000491
79.73,0,53.9,0,0,0,7.35,0,9,3166.160000000491
79.72,0,54.1,0,0,0,7.43,0,9,3166.160000000491
79.62,0,56.6,0,0,0,8.279999999999999,0,9,3166.160000000491
79.62,0,56,0,0,0,8.09,0,9,3166.160000000491
79.62,0,55.9,0,0,0,6.16,0,9,3166.160000000491
79.62,0,55.6,0,0,0,8.18,0,9,3166.160000000491
79.62,0,54.7,0,0,0,10.96,0,9,3166.160000000491
79.62,0,55.6,0,0,0,10.47,0,9,3166.160000000491
79.62,0,55.9,0,0,0,10.47,0,8,3166.160000000491
79.62,0,57.2,0,0,0,10.25,0,8,3166.160000000491
79.62,0,56.2,0,0,0,8.09,0,0,3166.160000000491
79.62,0,56.2,0,0,0,12.53,0,0,3166.160000000491
79.62,0,56.2,0,0,0,15.6,0,0,3166.160000000491
79.62,0,56,0.5,2,0,11.62,0,0,3166.160000000491
79.62,0,56.1,0,21,0,10.84,0,7,3166.160000000491
79.62,0,55.9,0,27,0,13.42,0,7,3166.160000000491
79.62,0,55.9,0,28,0,18.69,0,7,3166.160000000491
79.62,0,55.9,0,28,0,19.22,0,7,3166.160000000491
79.62,0,56.3,0,27,0,25.54,0,7,3166.160000000491
79.62,0,56.2,0,26,2,28.27,0,7,3166.160000000491
79.62,0,56,0,26,16,29.06,0,7,3166.160000000491
79.62,0,56.1,0,26,26,30.65,0,7,3166.160000000491
79.62,0,56,0,26,29,33.62,0,7,3166.160000000491
79.62,0,56.6,0,27,34,37.04,0,7,3166.160000000491
79.62,0,56.3,0,29,36,41.35,0,7,3166.160000000491
79.62,0,56.4,0,36,37,41.55,0,7,3166.160000000491
79.62,0,56.3,0,41,37,44.04,0,7,3166.160000000491
79.62,0,56.4,0,42,37,47.37,0,7,3166.160000000491
79.62,0,56.4,0,42,37,52.17,0,7,3166.160000000491
79.62,0,56,0,43,36,59.24,0,7,3166.160000000491
79.62,0,55.9,0,47,36,76.61,0,7,3166.160000000491
79.62,0,56.3,0,63,37,115.31,0,7,3166.160000000491
79.62,0,56,0,71,45,184.52,0,7,3166.160000000491
79.62,0,56.1,0.5,71,49,259.04,0,7,3166.160000000491
79.62,0,55.9,0,70,49,268.71,0,7,3166.160000000491
79.62,0,56.1,0,69,50,277.67,0,7,3166.160000000491
79.62,0,56.4,0,69,53,288.04,0,7,3166.160000000491
79.62,0,56,0,69,57,304.44,0,7,3166.160000000491
79.62,0,55.9,0,68,59,332.08,0,7,3166.160000000491
79.62,0,55.9,0,67,59,351.14,0,7,3166.160000000491
79.62,0,56.1,0,67,60,359.56,0,7,3166.160000000491
79.62,0,56.2,0,67,61,362.34,0,7,3166.160000000491
79.62,0,56.1,0,67,63,357.73,0,7,3166.160000000491
79.62,0,56,0,67,64,364.09,0,7,3166.160000000491
79.62,0,56.1,0,67,65,370.73,0,7,3166.160000000491
79.62,0,55.9,0,67,67,376.09,0,7,3166.160000000491
79.62,0,55.9,0,67,69,380.27,0,7,3166.160000000491
79.62,0,56.1,0,67,70,387.84,0,7,3166.160000000491
79.62,0,55.9,0.5,68,71,396.3,0,7,3166.160000000491
79.62,0,56.1,0,69,71,389.43,0,7,3166.160000000491
79.62,0,56,0,70,71,397.28,0,7,3166.160000000491
79.62,0,56.3,0,70,70,397.87,0,7,3166.160000000491
79.62,0,56,0,70,70,396.1,0,7,3166.160000000491
79.62,0,55.7,1.5,70,70,403.05,223,7,3166.160000000491
79.62,0,56.1,25.9,70,70,407.45,3498,7,3166.160000000491
79.62,0,56.4,54.4,70,70,412.08,3403,7,3166.160000000491
79.62,0,56.3,58.6,70,70,412,428,7,3166.160000000491
79.62,0,56.7,58.1,70,70,410.22,360,7,3166.160000000491
79.62,2,56.8,57.2,70,70,402.68,319,7,3166.160000000491
79.62,3,56.8,57.1,70,70,402.55,59,7,3166.160000000491
79.62,7,56.6,56.1,70,70,400.88,402,7,3166.160000000491
79.62,12,56.6,58.6,70,70,403.9,1185,7,3166.160000000491
79.62,14,56.8,62.3,70,70,404.21,514,7,3166.160000000491
79.62,16,56.8,61.8,70,70,408.61,419,7,3166.160000000491
79.62,16,56.7,61.8,70,70,408.71,419,7,3166.160000000491
79.62,19,56.2,61,70,70,410.19,423,7,3166.160000000491
79.62,19,56.2,61,70,70,409.87,412,7,3166.160000000491
79.62,19,56.4,61.5,70,70,404.55,476,7,3166.160000000491
79.62,20,56.5,62,70,70,396.65,413,7,3166.160000000491
79.62,21,56.5,61.7,70,71,404.23,425,7,3166.160000000491
79.59999999999999,21,56.5,61.7,70,71,405,381,7,3166.160000000491
79.31,21,56.6,61.6,70,71,406.38,451,7,3166.160000000491
78.51000000000001,22,57.7,60.4,70,71,406.24,433,4,3166.160000000491
77.65000000000001,22,57.8,61.3,70,71,404.14,450,4,3166.160000000491
76.56999999999999,23,57.6,61.3,70,71,402.32,473,4,3166.160000000491
75.16,24,57.6,61.3,70,71,402.12,451,4,3166.160000000491
73.43000000000001,25,56.2,61.4,70,71,405.27,413,4,3166.160000000491
71.48999999999999,26,58.6,62.1,70,71,400.19,337,4,3166.160000000491
69.56999999999999,27,59.5,61.6,70,71,401.42,305,4,3166.160000000491
68,28,57.7,59.9,70,71,402.68,409,4,3166.160000000491
66.93000000000001,29,56.8,60.3,70,71,399.88,403,4,3166.160000000491
66.02,30,56.1,60.3,70,71,405.83,377,4,3166.160000000491
65.09,30,56.7,60.3,70,71,398.64,299,4,3166.160000000491
64.18000000000001,30,57.2,60.3,70,71,393.47,411,4,3166.160000000491
63.24,30,56.7,60.4,70,71,396.53,478,4,3166.160000000491
62.09,30,57.3,61.3,70,71,408.97,546,4,3166.160000000491
60.78,30,57.9,60.6,70,71,426.6,666,4,3166.160000000491
59.48,29,57.8,60,70,71,465.53,745,4,3166.160000000491
58.17,29,56.6,59.4,69,70,445.15,469,4,3166.160000000491
56.75,30,56.3,60.7,69,70,424.63,407,4,3166.160000000491
55.48,31,56.4,60.7,69,70,453.03,384,4,3166.160000000491
54.49,31,55.4,60.7,69,70,418.23,448,4,3166.160000000491
53.77,31,57.2,60.6,69,70,407.72,486,4,3166.160000000491
53.15,31,57.4,59.7,69,70,441.32,576,4,3166.160000000491
52.14,31,57.7,60.8,69,70,412.84,601,4,3166.160000000491
50.68,31,59,60.8,69,70,406.74,411,4,3166.160000000491
49.32,30,58.7,60,69,70,448.25,376,4,3166.160000000491
48.38,30,57.2,60,69,70,411.14,446,4,3166.160000000491
47.81,30,54.9,61,69,70,409.46,441,4,3166.160000000491
47.22,30,56.3,60.5,70,70,413.9,411,4,3166.160000000491
46.89,30,56.2,60.5,70,70,413.59,442,4,3166.160000000491
46.55,30,56.5,61,70,70,407.41,376,4,3166.160000000491
45.92,29,57.4,61,70,70,409.46,496,4,3166.160000000491
45.17,29,56.8,60.5,70,70,407.64,371,4,3166.160000000491
44.54,29,57.7,60.5,70,70,411.99,397,4,3166.160000000491
44.09,28,55.9,60.5,69,70,458.28,378,4,3166.160000000491
43.83,28,57,60.5,69,70,416.28,403,4,3166.160000000491
43.25,28,56.6,60.5,70,71,416.55,333,4,3166.160000000491
42.66,27,55.9,60.5,69,70,458.61,416,2,3166.750000000491
41.95,27,56.8,60.5,69,70,424.89,416,2,3167.460000000491
41.24,26,56.1,60,70,71,415.18,405,2,3168.170000000491
40.86,26,55.9,60,70,71,411.56,342,2,3168.550000000491
40.68,26,56.2,60,70,71,413.46,315,2,3168.730000000491
40.54,26,56.8,60.5,69,70,450.26,385,2,3168.870000000491
40.48,26,55.9,60.5,69,70,417.15,417,2,3168.930000000491
40.4,25,57.1,60,70,71,422.94,413,2,3169.010000000491
40.31,25,56.9,60.7,70,71,413.37,379,2,3169.100000000491
40.21,24,57.1,60.7,69,70,459.04,365,2,3169.200000000491
40.13,24,56.9,60.6,69,70,425.12,388,2,3169.280000000491
40.04,24,56.6,59.2,70,70,417.75,501,2,3169.370000000491
39.96,24,56.8,60.6,70,70,413.39,421,2,3169.450000000491
39.87,23,56.6,60.2,70,70,410.95,565,2,3169.540000000491
39.78,23,56.5,60.2,70,70,410.25,503,2,3169.630000000491
39.69,23,57,60.2,69,70,455.99,384,2,3169.720000000491
39.66,23,56.6,60.2,69,70,428.16,384,2,3169.750000000492
39.61,23,56.3,60.2,70,71,421.32,375,2,3169.800000000492
39.59,23,56.9,60.2,70,71,422.06,434,2,3169.820000000492
39.58,23,56.9,60.2,70,71,421.93,432,2,3169.830000000492
39.4,23,56.5,60.7,70,71,419.27,396,2,3170.010000000492
39.32,23,56.7,60.7,69,70,450.97,489,2,3170.090000000492
39.23,23,55.6,60.7,69,70,417,421,2,3170.180000000492
39.14,23,55.8,60.7,70,71,421.01,436,2,3170.270000000492
39.11,24,55.9,60.6,69,70,457.67,410,2,3170.300000000492
39.06,24,56.6,60,69,70,419.92,430,2,3170.350000000492
38.97,23,55.8,60.7,70,70,420.08,468,2,3170.440000000493
38.87,23,56.6,60.6,70,70,410.26,526,2,3170.540000000492
38.76,23,56.1,59.7,70,70,410.3,521,2,3170.650000000493
38.66,24,56.6,61.3,70,70,413.17,515,2,3170.750000000492
38.57,24,56.8,60.7,69,70,457.04,439,2,3170.840000000493
38.46,24,56.8,60.7,69,70,422.34,407,2,3170.950000000493
38.36,24,56.3,60.7,70,70,423.7,492,2,3171.050000000493
38.26,24,56.2,60.6,70,70,426.22,540,2,3171.150000000493
38.16,24,56.7,60,70,70,419.89,628,2,3171.250000000492
38.07,24,56.8,60.7,69,70,466.44,487,2,3171.340000000493
37.98,24,57,61.2,69,70,431.67,634,2,3171.430000000493
37.89,24,56.6,61.2,70,71,412.26,572,2,3171.520000000493
37.79,24,56.8,60.7,70,71,422.1,503,2,3171.620000000493
37.69,24,57.3,60.2,69,70,451.76,525,2,3171.720000000493
37.6,24,57.4,60.2,69,70,419.77,568,2,3171.810000000493
37.51,24,57.4,60.8,70,70,422.4,459,2,3171.900000000493
37.42,24,57,60.9,70,70,408.86,488,2,3171.990000000493
37.32,24,56.9,61.5,70,70,459.43,416,2,3172.090000000493
37.24,23,57.8,60.8,69,70,415.08,533,2,3172.170000000493
37.14,23,58.3,60.8,70,70,410.29,489,2,3172.270000000493
37.03,23,58.8,60.8,70,71,411.5,424,2,3172.380000000493
36.93,23,58,60.8,70,71,409.4,532,2,3172.480000000493
36.83,23,57.6,60.8,70,71,413.38,471,2,3172.580000000493
36.74,23,57.7,60.1,70,71,471.54,1459,2,3172.670000000493
36.65,23,55.8,58.9,68,69,484.4,1500,2,3172.760000000493
36.59,23,55.2,60.9,68,69,474.13,1071,2,3172.820000000493
36.52,23,56.4,62.1,69,70,442.93,1097,2,3172.890000000493
36.43,23,55.3,59.7,69,70,469.3,1118,2,3172.980000000493
36.33,23,56.2,61.5,69,70,458.95,992,2,3173.080000000493
36.24,23,55.7,59.8,69,70,503.11,1113,2,3173.170000000493
36.15,23,55.8,59.8,68,69,464.55,1123,2,3173.260000000494
36.06,23,56.1,60.5,69,70,453.46,1016,2,3173.350000000494
36.01,23,55.9,60.5,69,70,449.26,512,2,3173.400000000494
35.93,23,56.1,60.5,70,70,439.57,1031,2,3173.480000000494
35.84,23,55.9,59.7,70,70,450.57,1009,2,3173.570000000494
35.74,23,55.9,61,69,70,496.81,1160,2,3173.670000000494
35.68,23,55.9,60.4,68,69,461.17,847,2,3173.730000000494
35.68,23,56.4,62.3,69,70,430.57,355,2,3173.730000000494
35.68,23,57.2,60.5,70,71,412.95,458,2,3173.730000000494
35.68,23,57.2,60.5,70,71,417.36,503,2,3173.730000000494
35.6,23,57.4,60.5,70,71,416.56,1010,2,3173.810000000494
35.54,23,56,59.2,69,70,453.2,1160,2,3173.870000000494
35.54,23,55.9,62.2,68,69,469.27,512,2,3173.870000000494
35.51,23,57.3,60.5,69,70,434.06,624,2,3173.900000000494
35.5,23,56.7,60.5,70,70,425.25,442,2,3173.910000000494
35.45,23,57.3,60,70,70,423.58,776,2,3173.960000000494
35.37,23,56.4,59.2,70,70,454.12,1239,2,3174.040000000494
35.32,23,55.5,60.3,68,69,495.02,809,2,3174.090000000494
35.23,23,56,60.3,68,69,452.47,1097,2,3174.180000000495
35.14,23,54.2,59.5,69,70,464.34,1182,2,3174.270000000495
35.11,23,54.2,60.7,69,70,450.72,602,2,3174.300000000495
35.05,23,55.9,60.7,69,70,440.13,755,2,3174.360000000495
34.98,23,55.6,60.7,69,70,461.82,812,2,3174.430000000495
34.87,23,56,60.6,69,70,483.59,1194,2,3174.540000000495
34.73,23,55.4,58.8,69,70,482.81,1570,2,3174.680000000495
34.63,23,54.8,60,69,70,488.92,1028,2,3174.780000000495
34.63,23,54.8,60,69,70,488.65,1036,2,3174.780000000495
34.36,23,54.8,60,69,70,473.51,1508,2,3175.050000000495
34.21,23,54.4,60,69,69,493.75,1372,2,3175.200000000495
34.21,23,54.3,61.8,69,69,464.05,306,2,3175.200000000495
34.21,23,56.2,61.8,69,71,423.26,323,2,3175.200000000495
34.21,23,56.9,60.5,69,71,459.13,470,2,3175.200000000495
34.21,23,57.3,59.7,69,71,423.77,456,2,3175.200000000495
34.21,23,55.8,61.2,70,71,413.8,475,2,3175.200000000495
34.21,23,56.6,60.5,70,71,418.81,430,2,3175.200000000495
34.21,23,57.2,60.5,70,71,414.94,476,2,3175.200000000495
34.21,23,56.9,59.9,70,71,410.87,498,2,3175.200000000495
34.21,23,57.1,61.2,69,70,449.68,463,2,3175.200000000495
34.21,23,57.4,60.3,70,70,420.17,523,2,3175.200000000495
34.21,23,57.2,60.3,70,71,414.91,442,2,3175.200000000495
34.21,23,57.4,60.8,70,71,462.75,394,2,3175.200000000495
34.21,23,57.7,60.8,69,70,415.69,518,2,3175.200000000495
34.21,23,57.8,60.8,70,71,414.22,428,2,3175.200000000495
34.21,23,57.3,60.8,70,71,464.07,417,2,3175.200000000495
34.21,22,57.2,60.3,69,70,416.02,492,2,3175.200000000495
34.21,22,57.4,60.8,70,71,406.58,461,2,3175.200000000495
34.21,22,57.4,61.3,70,71,411.95,467,2,3175.200000000495
34.21,22,57.2,61.3,70,71,406.85,499,2,3175.200000000495
34.21,22,56,61.3,70,71,412.01,404,2,3175.200000000495
34.21,22,56.8,60.5,70,71,460.94,421,2,3175.200000000495
34.21,22,55.6,60.5,69,70,413.95,495,2,3175.200000000495
34.2,23,57.2,59.8,70,71,412.5,451,2,3175.210000000495
34.19,23,57.9,60.3,70,71,412.5,424,2,3175.220000000495
34.18,23,58.1,60.3,70,71,405.61,560,2,3175.230000000496
34.17,23,58.1,60.3,70,71,407.84,513,2,3175.240000000496
34.15,23,57.6,60.3,70,71,410.97,419,2,3175.260000000496
34.13,23,57.5,60.3,70,71,418.19,599,2,3175.280000000496
34.1,23,57.5,60.3,70,71,417.42,640,2,3175.310000000496
34.08,23,57.7,60.3,70,71,464.87,472,2,3175.330000000496
34.05,23,57,60.3,69,70,421.37,557,2,3175.360000000496
34.03,23,56.9,60.8,70,71,423.37,521,2,3175.380000000496
34,23,57.1,60.8,70,71,422.58,531,2,3175.410000000496
33.98,23,56.6,60.3,70,71,423.67,646,2,3175.430000000496
33.97,22,55.8,60.2,69,70,459.99,553,2,3175.440000000497
33.93,22,56.3,60.2,69,70,421.44,467,2,3175.480000000497
33.9,22,56.5,60.8,70,71,424.67,566,2,3175.510000000497
33.86,22,56.3,60.8,69,70,455.1,512,2,3175.550000000497
33.82,22,56.2,60.8,69,70,426.65,437,2,3175.590000000497
33.78,22,56.2,60.8,70,71,425.98,441,2,3175.630000000497
33.75,22,55.9,60.3,70,71,418.08,465,2,3175.660000000497
33.72,22,55.6,60.8,70,71,465.04,440,2,3175.690000000497
33.69,23,55.8,60.8,69,70,412.4,511,2,3175.720000000497
33.66,23,56.6,60.8,70,71,409.54,590,2,3175.750000000497
33.63,23,55.6,61.5,70,71,413.97,483,2,3175.780000000498
33.59,23,56,60.7,70,71,427.96,495,2,3175.820000000498
33.57,24,56.1,60.7,69,70,446.9,563,2,3175.840000000498
33.53,24,55.9,60.7,70,70,429.75,473,2,3175.880000000498
33.5,24,56.1,60.7,70,71,410.01,433,2,3175.910000000498
33.47,24,55.9,60.7,70,71,447.08,513,2,3175.940000000498
33.43,24,54.9,59.8,69,71,418.71,443,2,3175.980000000498
33.4,24,55.9,60.8,70,71,411.12,413,2,3176.010000000498
33.37,24,55.9,60.8,70,71,411.76,498,2,3176.040000000498
33.35,24,55.9,60.8,70,71,413.22,474,2,3176.060000000498
33.31,24,55.9,60,70,71,423.77,467,2,3176.100000000498
33.28,23,56.3,60,69,70,443.06,507,2,3176.130000000499
33.26,23,56.2,60.5,70,71,418.88,521,2,3176.150000000498
33.25,23,56.7,60.8,70,71,421.34,478,2,3176.160000000499
33.21,23,56.3,60.8,69,71,461.47,434,2,3176.200000000499
33.19,23,56.3,60.8,69,71,462,373,2,3176.220000000499
33.19,23,56.3,60.8,69,71,462,372,2,3176.220000000499
33.11,23,56.4,60.2,70,71,423.37,546,2,3176.300000000499
33.07,23,56.7,60.2,70,71,414.84,403,2,3176.340000000499
33.03,23,56.5,60.8,69,71,450.34,568,2,3176.380000000499
32.99,23,56.7,60.8,70,70,419.55,385,2,3176.420000000498
32.96,23,56.3,61.3,70,71,417.68,466,2,3176.450000000499
32.93,23,56.9,60.5,70,71,417.66,494,2,3176.480000000499
32.89,23,56.6,60.5,70,71,433.72,555,2,3176.520000000499
32.86,23,56.1,60.5,69,70,450.75,522,2,3176.550000000499
32.82,23,56.1,60.5,70,70,431.03,556,2,3176.590000000499
32.79,23,56.4,60.5,70,71,427.05,533,2,3176.620000000499
32.76,23,57,59.8,70,71,414.64,523,2,3176.650000000499
32.72,23,57.3,59.8,70,71,422.82,493,2,3176.690000000499
32.69,23,55.3,60.7,69,70,458.06,702,2,3176.7200000005
32.66,23,56.4,60.7,70,70,425.37,487,2,3176.7500000005
32.63,23,56.5,60.7,70,71,439.52,630,2,3176.7800000005
32.6,23,57,60.7,70,71,414.13,500,2,3176.8100000005
32.57,23,56.9,60.7,70,70,464.96,579,2,3176.8400000005
32.54,24,57.3,60.7,69,70,425.63,591,2,3176.870000000501
32.51,24,57,60.2,70,71,427.87,697,2,3176.900000000501
32.48,24,57.3,60.2,70,71,427.98,539,2,3176.930000000501
32.44,24,57.2,60.2,70,71,421.27,491,2,3176.970000000501
32.41,24,57.2,60.2,70,71,431.97,661,2,3177.000000000501
32.38,24,57.6,60.7,70,70,477.49,574,2,3177.030000000501
32.34,24,57.5,60.7,69,70,426.49,544,2,3177.070000000501
32.31,24,57.2,61.3,70,71,421.77,546,2,3177.100000000501
32.28,24,57.6,60.7,70,71,465.85,530,2,3177.130000000502
32.25,23,57.7,60.7,69,70,420.82,552,2,3177.160000000502
32.22,23,57.5,60.7,69,71,419.38,578,2,3177.190000000502
32.19,23,57,60.2,70,71,435.17,787,2,3177.220000000502
32.15,24,58.3,60.8,70,71,435.65,673,2,3177.260000000502
32.12,24,57.7,61.5,70,71,428.52,532,2,3177.290000000502
32.09,24,57.3,59.9,70,70,485.15,794,2,3177.320000000503
32.05,24,57.6,60.6,70,70,441.17,584,2,3177.360000000503
32.02,24,57.5,60.7,70,71,418.33,514,2,3177.390000000503
32,24,57.2,60.7,70,71,432.29,573,2,3177.410000000503
31.97,24,57.4,59.9,70,71,420.16,622,2,3177.440000000503
31.94,23,57,60.3,70,71,466.59,566,2,3177.470000000503
31.91,23,57.1,60.3,70,71,432.28,623,2,3177.500000000503
31.88,23,57.1,60.3,70,71,437.22,546,2,3177.530000000504
31.85,23,56.9,60.3,69,70,462.65,554,2,3177.560000000504
31.82,23,57.1,60.3,69,71,437.27,610,2,3177.590000000504
31.78,23,57.1,59.5,70,71,429.92,576,2,3177.630000000504
31.75,23,57.1,60.3,70,71,433.08,558,2,3177.660000000504
31.72,23,57.1,60.3,70,71,430.27,580,2,3177.690000000504
31.68,23,57.8,60.3,70,71,439.45,615,2,3177.730000000504
31.65,23,57.6,60.8,69,70,448.3,497,2,3177.760000000505
31.62,23,57.5,60.4,69,71,429.47,652,2,3177.790000000505
31.58,23,57.7,60.3,70,71,421.61,690,2,3177.830000000505
31.55,23,57.5,60.3,70,71,423.31,560,2,3177.860000000505
31.52,23,58.2,60.3,70,71,475.06,610,2,3177.890000000505
31.48,23,57.4,60.3,69,70,429.63,606,2,3177.930000000505
31.45,23,59.3,60.8,69,70,425.16,513,2,3177.960000000505
31.42,23,58.5,60,70,71,424.32,579,2,3177.990000000505
31.39,23,57.3,60.7,70,71,430.35,562,2,3178.020000000506
31.36,23,57.4,60.7,69,70,445.54,429,2,3178.050000000506
31.33,23,57.2,60.2,70,71,424.22,567,2,3178.080000000506
31.3,23,57.2,61.3,70,71,423.78,445,2,3178.110000000506
31.27,23,57.6,60.5,70,71,426.43,528,2,3178.140000000506
31.24,23,57.5,60,70,71,419.84,491,2,3178.170000000507
31.21,23,57,60.6,70,71,433.8,453,2,3178.200000000507
31.18,23,57.3,60.7,69,70,444.21,423,2,3178.230000000507
31.14,23,57.2,60.7,70,71,416.39,429,2,3178.270000000507
31.1,23,57.4,59.9,70,71,420.24,451,2,3178.310000000507
31.1,23,57.4,59.8,70,71,420.5,452,2,3178.310000000507
31.04,23,58,60.3,70,71,463.89,520,2,3178.370000000507
31,23,58.3,59.9,70,71,420,559,2,3178.410000000507
30.97,23,57.9,60.8,70,71,423.48,462,2,3178.440000000507
